name,category,address,postcode,lat,lng,phone,website,price_range
Lower Promenade Parking,transport,"Lower Promenade, Southport",,53.65333489999999,-3.005085999999999,,,
Floral Hall Car Park,transport,"Unnamed Road, Southport",,53.6533378,-3.0047742,,,
Lord Street West United Church Car Park,transport,"5 Lord Street West, Southport",,53.6434882,-3.0123607,,,
YourParkingSpace,transport,"Premier Inn, Central, Southport",,53.65155799999999,-3.013873,,,
Esplanade Parking,transport,"Esplanade, Southport",,53.6475106,-3.0163641,,,
YourParkingSpace,transport,"Ocean Plaza, Southport",,53.653369,-3.01227,,,
Seafront Car Park,transport,"Marine Drive, Southport",,53.6511056,-3.0171975,,,
Southport Marine Drive Car Park,transport,Southport,,53.65463889999999,-3.012260699999999,,,
Southport Marine Drive Car Park,transport,"50 Marine Drive, Southport",,53.6567584,-3.0083006,,,
Car Park,transport,"31 Rotten Row, Southport",,53.64326149999999,-3.0191946,,,
Marine Drive Parking,transport,"Marine Drive, Southport",,53.6491167,-3.0212446,,,
P+R Birkdale,transport,"11 Liverpool Road, Birkdale, Southport",,53.632942,-3.0151925,,,
Smedley Hydro - Staff Car Park Entrance,transport,"Grosvenor Road, Southport",,53.6298658,-3.0196832,,,
Staff car park (Southport Hospital),transport,Southport,,53.6327217,-2.9813472,,,
Foul Ln Parking,transport,"Foul Ln Southport, Merseyside",,53.63886890000001,-2.9686939,,,
YourParkingSpace,transport,"Town Lane Kew, Southport",,53.6321501,-2.9711268,,,
YourParkingSpace,transport,"B&Q, Southport",,53.63377800000001,-2.968150999999999,,,
YourParkingSpace,transport,"Tesco Extra, Southport",,53.631716,-2.969939,,,
Car Park,transport,"Guildford Road Post Office, 1 Grantham Road, Southport",,53.6197198,-3.0072707,,,
Car Park,transport,"87 Sandon Road, Southport",,53.6200033,-3.022116,,,
Car Park,transport,"251, 251 Liverpool Road, Southport",,53.6188472,-3.0154506,,,
Car Park,transport,"B5244, Southport",,53.6598552,-2.9598435,,,
Botanic Gardens Car Park,transport,"Verulam Road, Southport",,53.6641628,-2.9594324,,,
RSPB Marshside,transport,"Marine Dr Southport, Merseyside",,53.6766197,-2.9821221,,,
Car Park,transport,Southport,,53.6767206,-2.9818711,,,
YourParkingSpace,transport,"Co-op Food, Ainsdale, Southport",,53.60258,-3.035385999999999,,,
The Co-operative Food Car Park,transport,"1 Station Road, Southport",,53.602096,-3.0353293,,,
Car park,transport,"JW4R+RX, Southport",,53.60710109999999,-3.0575523,,,
Ainsdale Railway Station Car Park,transport,United Kingdom,,53.60173930000001,-3.0430717,,,
Free Car Park,transport,"595-658, Southport",,53.6059038,-3.062676299999999,,,
YourParkingSpace,transport,"Premier Inn Southport, Ormskirk",,53.61013699999999,-2.934883,,,
St John Stone Church Car Park,transport,"Sandbrook Road, Southport",,53.5940834,-3.0375923,,,
113 School Ln Parking,transport,113 School Lane,,53.5615912,-2.9685434,,,
